ID|BRANCH|PROJECT|CREATEDON|P_CREATEDON|R_GRANTEDON|P_R_GRANTEDON|TIMEINSECOND|POSITIVITY
I01a2070691035126b8d92be6e810ac3339347b75|master|openstack/nova|1447776122|17-NOV-15|1448292333|23-NOV-15|516211|1
I01a3104025a9c479e40933ca24024355df9dfb8b|master|openstack/nova|1435534908|28-JUN-15|1467753477|05-JUL-16|32218569|1
I01a3104025a9c479e40933ca24024355df9dfb8b|stable/liberty|openstack/nova|1470130253|02-AUG-16||||
I01a3104025a9c479e40933ca24024355df9dfb8b|stable/mitaka|openstack/nova|1470129643|02-AUG-16|1470237413|03-AUG-16|107770|1
I01a9e2f193b50285966690efd771da432a7ad40c|master|openstack/nova|1441331157|04-SEP-15|1442503000|17-SEP-15|1171843|1
I01aa967f524f80a2dfadee328cdbf55d0b96466b|master|openstack/nova|1440621244|26-AUG-15|1440685388|27-AUG-15|64144|1
I01af5376505f49c3c7c1906b7bc9511adb114632|master|openstack/keystone|1431506436|13-MAY-15|1457442588|08-MAR-16|25936152|1
I01af6d70539e518936c74e425c3fad60f4b94581|master|openstack/cinder|1457650112|10-MAR-16|1457650600|10-MAR-16|488|1
I01b360bab2ea08f3f940ea5992ac6981b68074b5|master|openstack/cinder|1433420652|04-JUN-15|1433452274|04-JUN-15|31622|1
I01b561ac8b9b29cc4721d88567678a42a4fd1f6b|master|openstack/nova|1422529868|29-JAN-15|1422641469|30-JAN-15|111601|1
I01b6154cc5c8b0c7c3e874d13e85d173f8c4f395|master|openstack/nova|1467945030|08-JUL-16||||
I01c4bd8675a63093feb3964757c338b28b4e402a|master|openstack/neutron|1426105119|11-MAR-15||||
I01c901bc20f1a3e51b9a7d386f3c97e3925d1955|master|openstack/neutron|1426591600|17-MAR-15||||
I01cadf26262b20f1ad5a19e4441b42a0155f5a52|master|openstack/nova|1437921478|26-JUL-15|1441975952|11-SEP-15|4054474|1
I01cb6fed6dd246bedf945c323372e53991973fdc|master|openstack/neutron|1458563649|21-MAR-16|1458580994|21-MAR-16|17345|1
I01cbd17f710fca4e3dda38f2827073541524ac56|master|openstack/nova|1423742788|12-FEB-15|1423761728|12-FEB-15|18940|1
I01ce30c25e7239e68cc7c70038f4f880218cb66a|master|openstack/cinder|1422040342|23-JAN-15|1426103356|11-MAR-15|4063014|1
I01cf0e048cad024662046386f913204068cd8050|master|openstack/keystone|1427183231|24-MAR-15|1429140976|15-APR-15|1957745|1
I01cf0e048cad024662046386f913204068cd8050|stable/kilo|openstack/keystone|1439480378|13-AUG-15||||
I01cfd45b99dcfca4e320900caebdc68f6562ddd8|feature/pecan|openstack/neutron|1442337943|15-SEP-15|1442362628|16-SEP-15|24685|1
I01d313438f021cd2fe0d6f5c23f2029279d4b55a|master|openstack/cinder|1419923100|30-DEC-14|1429066761|15-APR-15|9143661|1
I01d313438f021cd2fe0d6f5c23f2029279d4b55a|stable/juno|openstack/cinder|1429085121|15-APR-15|1429675895|22-APR-15|590774|-1
I01d313438f021cd2fe0d6f5c23f2029279d4b55a|stable/kilo|openstack/cinder|1429597844|21-APR-15|1445436644|21-OCT-15|15838800|-1
I01d7667ddb9f7698efcf412a40f76809852cfaa1|master|openstack/cinder|1426679651|18-MAR-15|1427779275|31-MAR-15|1099624|1
I01d7f8c3d752761d3347d3fc24bad1291ebbee41|master|openstack/cinder|1475217803|30-SEP-16||||
I01df2096ced51eb9ebfd994cf8397f2fa094f6e3|master|openstack/nova|1420564430|06-JAN-15|1420565971|06-JAN-15|1541|1
I01df2096ced51eb9ebfd994cf8397f2fa094f6e3|stable/juno|openstack/nova|1420586308|06-JAN-15|1420654301|07-JAN-15|67993|1
I01dfd16a0f898b79e67dd98e989cb53a4bdd799f|master|openstack/nova|1456247528|23-FEB-16||||
I01e23507083f4a2e114f28cdfb39f4056dc8c744|master|openstack/nova|1476773574|18-OCT-16||||
I01e322e6f3567f42d08e2db952be4d58ee43b4b5|master|openstack/keystone|1439823224|17-AUG-15|1444230580|07-OCT-15|4407356|1
I01e322e6f3567f42d08e2db952be4d58ee43b4b5|stable/liberty|openstack/keystone|1444398333|09-OCT-15|1445009491|16-OCT-15|611158|1
I01e35c286802c937eb84e104daa64325d0a841c9|master|openstack/keystone|1421286242|15-JAN-15|1423852591|13-FEB-15|2566349|1
I01e441a1c2a351fd19b9d85f1e02632645aa9d7c|master|openstack/nova|1418393386|12-DEC-14|1420475450|05-JAN-15|2082064|1
I01e4a857da06448b951e4840636c175fe85498c3|master|openstack/keystone|1467608748|04-JUL-16|1467796621|06-JUL-16|187873|1
I01e6ba9c9d8df8690d2cecea2cc48e45cf7a53c4|master|openstack/nova|1461937430|29-APR-16|1466560952|22-JUN-16|4623522|1
I01ebad7b70cf61dd80d3c06c6808d8178fbdd634|master|openstack/keystone|1443658468|01-OCT-15|1444996214|16-OCT-15|1337746|1
I01ed3773af8ee09fd57690afe4c51fdc23e71e2c|master|openstack/nova|1434569963|17-JUN-15|1434594511|18-JUN-15|24548|1
I01f05dacccd039124fe305ea2c55c330f019ad4c|master|openstack/neutron|1460585367|13-APR-16||||
I01f1a8f8b13a240aad22267f2042ffc2f00dfea3|master|openstack/neutron|1450340016|17-DEC-15|1450925332|24-DEC-15|585316|1
I01f1ad8ef0f8910718fd2fb30c9e8285358baf84|master|openstack/swift|1461362342|22-APR-16|1463372910|16-MAY-16|2010568|1
I01fa869dc10a02b95fe5c433e710161a391d5380|master|openstack/neutron|1471646567|19-AUG-16||||
I01fbfa310df3c74390f8e8c2e9ffff81bbf05e47|master|openstack/swift|1454001898|28-JAN-16|1454015531|28-JAN-16|13633|1
I01ffc4ad485dff299dab4e3f49d2dcc0e950fc44|master|openstack/neutron|1459864634|05-APR-16||||
I02006e5158d6403e44d419d323653657e985a4f3|master|openstack/keystone|1438155966|29-JUL-15||||
I02006e5158d6403e44d419d323653657e985a4f3|stable/kilo|openstack/keystone|1438278919|30-JUL-15||||
I020454276bed79ae43bf57577cc9b7aa30b8756f|master|openstack/neutron|1455824827|18-FEB-16||||
I0206e42064287a9c1b5d6f3f265e53baea7d4043|master|openstack/neutron|1466089696|16-JUN-16|1466093317|16-JUN-16|3621|1
I020d3fa4fac4086b3264114a661326644e045df7|master|openstack/keystone|1442612388|18-SEP-15|1443747667|02-OCT-15|1135279|1
I02100d15d71519014db7c8894bd2cb36c86d32a0|master|openstack/neutron|1439565652|14-AUG-15|1440432612|24-AUG-15|866960|1
I0211422de51ce6acc6eb593eb890b606101cb9f0|master|openstack/neutron|1474333305|20-SEP-16|1474421537|21-SEP-16|88232|1
I0211422de51ce6acc6eb593eb890b606101cb9f0|stable/newton|openstack/neutron|1474431383|21-SEP-16|1474448262|21-SEP-16|16879|1
I02120ef8767c3f9c9497bff67101e57e204ed6f4|master|openstack/nova|1453412677|21-JAN-16||||
I0216aa26d3b7a40db4c3e4f629f90afc91c76904|master|openstack/nova|1414654782|30-OCT-14||||
I0217ac10d20c51a9c17bed566f326eb6db6ed949|master|openstack/keystone|1450941408|24-DEC-15|1451965685|05-JAN-16|1024277|1
I0219bfaacfdc084200deb83d7806800c34f9aa6d|master|openstack/glance|1421664264|19-JAN-15|1426052406|11-MAR-15|4388142|1
I0219e17d2ec70939039344826d35cb533b3ce065|master|openstack/neutron|1457229072|06-MAR-16|1457235445|06-MAR-16|6373|1
I0219e17d2ec70939039344826d35cb533b3ce065|stable/kilo|openstack/neutron|1458746216|23-MAR-16||||
I0219e17d2ec70939039344826d35cb533b3ce065|stable/liberty|openstack/neutron|1458746190|23-MAR-16||||
I021dab1a6e34eb0b46c0676b26c669013118c118|master|openstack/keystone|1447281979|11-NOV-15|1447724334|17-NOV-15|442355|1
I021e2021c128da4db2f53a9973658a92a937bfbf|master|openstack/nova|1458895351|25-MAR-16|1467333321|01-JUL-16|8437970|-1
I021e9373bbd880f22dc6593149442845079406e2|master|openstack/cinder|1469653894|27-JUL-16|1470325071|04-AUG-16|671177|-1
I021e94e322f9b5eca665ea3aede41e034d3047cc|master|openstack/neutron|1425060636|27-FEB-15|1425135934|28-FEB-15|75298|1
I022253a84aee0ed6fecc2f74bed88160f38fa61e|master|openstack/neutron|1470297100|04-AUG-16|1472252290|26-AUG-16|1955190|1
I02286d8fe2ff77b6316d380dc932f6ecf3f7efba|master|openstack/cinder|1465898049|14-JUN-16||||
I022ca14a64a284dfcc0706a79f7a5ac4803a1ef5|master|openstack/neutron|1460125598|08-APR-16||||
I023187f62916a4a1bf707a9041820e834c3a83d9|master|openstack/cinder|1458862115|24-MAR-16|1460479433|12-APR-16|1617318|1
I0233bab571aee3c034f067e6c28e6b38dc017db9|master|openstack/cinder|1446738781|05-NOV-15|1447697469|16-NOV-15|958688|1
I0233f964d8f294f0ffd9edcb16b1aaf93486177f|master|openstack/nova|1436528263|10-JUL-15|1442984684|23-SEP-15|6456421|1
I023487445b21891e9488a5f6eef9f89f9cecade0|master|openstack/nova|1453659634|24-JAN-16|1453660238|24-JAN-16|604|1
I023529b32b3b766c6d625d73010debe8dbd5fc65|master|openstack/glance|1421798185|20-JAN-15|1422008413|23-JAN-15|210228|1
I02361e279bb0229fd41e99a36198f2982b8635c2|master|openstack/keystone|1439877376|18-AUG-15|1439908523|18-AUG-15|31147|1
I023fb780848b6dd515ccc5e38535dc848fbc6601|master|openstack/nova|1465801995|13-JUN-16|1466069482|16-JUN-16|267487|1
I023ffaa2d4185c686a886675f931d5da522a9591|master|openstack/cinder|1471378943|16-AUG-16||||
I02458af37e0c39d9a9d7309a9a3cc1d2545f3da1|master|openstack/nova|1418777413|17-DEC-14|1420580293|06-JAN-15|1802880|1
I0246421083ae59e2684c10f1d6137ce8ef284f02|master|openstack/keystone|1433602312|06-JUN-15|1438978547|07-AUG-15|5376235|1
I0247e0ccaed6faacacb2b8d2f8b141a8edc704af|master|openstack/cinder|1430550819|02-MAY-15|1437989256|27-JUL-15|7438437|1
I024d97038f6e027bd5f154d2933438847962fcb4|master|openstack/cinder|1426793165|19-MAR-15|1426797848|19-MAR-15|4683|1
I024e15a265c3e112a89ce91fe0f5564fb40528a2|master|openstack/neutron|1424811757|24-FEB-15||||
I024fc2db9022809194178c227d994bc6ed33c78b|master|openstack/neutron|1442006717|11-SEP-15|1442010724|11-SEP-15|4007|1
I0250fda7269bbd79839bf6e7c141f196adc1bd3b|master|openstack/neutron|1436467796|09-JUL-15|1437541476|22-JUL-15|1073680|1
I0256ace86985235057b99165d4d26dee3b7e2728|master|openstack/nova|1472206778|26-AUG-16||||
I0256ace86985235057b99165d4d26dee3b7e2728|stable/mitaka|openstack/nova|1471344559|16-AUG-16||||
I025a94d23b7e4eb0a2bffd1db6da92496783264f|master|openstack/keystone|1433782253|08-JUN-15||||
I025bbb66d5446c76d89ef086dcd12a2a454b0e31|master|openstack/nova|1444061513|05-OCT-15|1444131574|06-OCT-15|70061|1
I025c5f9db7963c91803ba9417133b99f9b3d81ca|master|openstack/nova|1425019856|27-FEB-15||||
I025c9a9e89a57bcff0a72cc1e584c3114671b3b3|master|openstack/keystone|1438888345|06-AUG-15|1440465227|25-AUG-15|1576882|1
I025e176981413d320222bd36e8990e57236a82ef|master|openstack/neutron|1419833887|29-DEC-14||||
I0261bf3a252fac657496c62790818d24871678e1|master|openstack/nova|1413477269|16-OCT-14||||
I0263bec06118edcbb0038b5ba319365f8e837508|master|openstack/cinder|1462908283|10-MAY-16|1463585031|18-MAY-16|676748|1
I0263c1f4d5e6a20fd8dcfebd5ab9fd2eb47c881f|master|openstack/glance|1473174775|06-SEP-16||||
I026436e02d8fae0501fe948558527a7c635d3345|master|openstack/cinder|1453156800|18-JAN-16|1454360389|01-FEB-16|1203589|1
I026ce2e524a3fe61256c552c89a2efb90cdde9b6|master|openstack/nova|1464630329|30-MAY-16|1471016025|12-AUG-16|6385696|1
I026ec18e59703a928c3e8a5a4d19490861d31b2a|stable/kilo|openstack/neutron|1430174249|27-APR-15|1434361943|15-JUN-15|4187694|-1
I026f2014ede800c0f4532ca15f1fccdaa59d5b61|master|openstack/neutron|1434352680|15-JUN-15|1435124734|24-JUN-15|772054|1
I026fcaaefd714b46ce46a2b737fd9847adc89f8f|master|openstack/neutron|1436302377|07-JUL-15||||
I0271f99b7e39f690619f10aabbad37380ecb5d5e|master|openstack/nova|1452626763|12-JAN-16|1459888660|05-APR-16|7261897|-1
I027551fb7d72821cd2e8ce98a78ede9e7916d98f|master|openstack/swift|1439904389|18-AUG-15||||
I02761fb0dfb13bb789fddeb99d580f28bbb46d79|master|openstack/nova|1398715283|28-APR-14||||
I0277ab537ff9d3a664c03ea291b9ec2b0e784dbb|master|openstack/neutron|1445262125|19-OCT-15|1447757567|17-NOV-15|2495442|1
I0277ab537ff9d3a664c03ea291b9ec2b0e784dbb|stable/liberty|openstack/neutron|1448628173|27-NOV-15|1448904841|30-NOV-15|276668|1
I0277ae89c0f8551c7e795ec1331af7da06134102|master|openstack/keystone|1472500836|29-AUG-16|1472566117|30-AUG-16|65281|1
I0278394942bab138adfbe738668a69368eb38feb|master|openstack/nova|1418777413|17-DEC-14|1420581061|06-JAN-15|1803648|1
I0280b71203d99829796244afbd9a8f308b7e910a|master|openstack/cinder|1458716627|23-MAR-16|1464038715|23-MAY-16|5322088|1
I0283910315679ac0e5230a81f9a898b47fcf9797|master|openstack/nova|1459852397|05-APR-16||||
I0288c656c93226b52751da5e34be6e87d732170f|master|openstack/keystone|1423289025|07-FEB-15|1423292886|07-FEB-15|3861|1
I0289a4d38e0d30d39c67e29bf77b0a89d1dd23f6|master|openstack/keystone|1456902446|02-MAR-16|1457422998|08-MAR-16|520552|1
I028a530aba82d50baa4ee1d05ddce18d4cce4e81|master|openstack/swift|1442615542|18-SEP-15|1442968431|23-SEP-15|352889|1
I028aee93c92d5fafb4da018925d20db18c962eed|master|openstack/cinder|1438900541|06-AUG-15|1439177517|10-AUG-15|276976|1
I028b2add3067e6fb9aa3f33eb8fe10d8ebace006|master|openstack/keystone|1466414300|20-JUN-16|1467375552|01-JUL-16|961252|1
I028b2add3067e6fb9aa3f33eb8fe10d8ebace006|stable/liberty|openstack/keystone|1475200837|30-SEP-16||||
I028b2add3067e6fb9aa3f33eb8fe10d8ebace006|stable/mitaka|openstack/keystone|1475204698|30-SEP-16|1475777108|06-OCT-16|572410|1
I028b9dd6dd7da796e7d7334219e778117db646ca|master|openstack/nova|1468327545|12-JUL-16||||
I028ea8c1928e8c9a401db31fb266ff82606f8371|master|openstack/swift|1460368587|11-APR-16|1463055444|12-MAY-16|2686857|1
I02967ca8d7c790595e5ee551581196aa64552eea|master|openstack/swift|1446719886|05-NOV-15|1450827837|22-DEC-15|4107951|1
I02971103407b4ec11a65218e9ef7e2708915d938|master|openstack/neutron|1434708298|19-JUN-15|1448985302|01-DEC-15|14277004|1
I02971103407b4ec11a65218e9ef7e2708915d938|stable/kilo|openstack/neutron|1458767294|23-MAR-16|1458867170|25-MAR-16|99876|1
I02971103407b4ec11a65218e9ef7e2708915d938|stable/liberty|openstack/neutron|1458766369|23-MAR-16|1459356476|30-MAR-16|590107|1
I02984b21872e0f183db7404c10d8180dbd89075f|master|openstack/neutron|1459292731|29-MAR-16|1459935271|06-APR-16|642540|1
I02984b21872e0f183db7404c10d8180dbd89075f|stable/kilo|openstack/neutron|1459292828|29-MAR-16|1462861455|10-MAY-16|3568627|1
I02984b21872e0f183db7404c10d8180dbd89075f|stable/liberty|openstack/neutron|1459292810|29-MAR-16|1462839437|10-MAY-16|3546627|1
I02984b21872e0f183db7404c10d8180dbd89075f|stable/mitaka|openstack/neutron|1459292759|29-MAR-16|1462839433|10-MAY-16|3546674|1
I0299db4a80a567e1c6ed0b040de52f241548ae85|master|openstack/neutron|1450347735|17-DEC-15|1452200723|07-JAN-16|1852988|-1
I029d0f4d9b11a47925aaa0faaa97384f2af80ba9|master|openstack/nova|1424742350|24-FEB-15|1424762354|24-FEB-15|20004|1
I029ec691d43875a3bb4cd3c7088fe2aa74a755a0|master|openstack/neutron|1437082384|16-JUL-15||||
I02a35f54319fbf88bfe8b5f8789973a503e770d6|master|openstack/swift|1444202570|07-OCT-15||||
I02a3632d258b7555284e66368eaf17af3b4b0a2f|master|openstack/cinder|1435135859|24-JUN-15|1435547898|29-JUN-15|412039|1
I02a377f54de46536ca35413b615d3298967afc33|master|openstack/nova|1427895929|01-APR-15|1428572208|09-APR-15|676279|1
I02a5153746d374a7262f02794fa8f820687bdb39|master|openstack/cinder|1454969487|08-FEB-16|1456179796|22-FEB-16|1210309|-1
I02acea6124d28370d92e7c94ca2d1d6c5c8937ac|master|openstack/neutron|1445262800|19-OCT-15|1449727474|10-DEC-15|4464674|1
I02ad2372a564163916e802b3342dc9d551c7ba51|master|openstack/cinder|1463379118|16-MAY-16||||
I02ae1a255fd613fce291cc7ddf90cfd9175255a8|master|openstack/cinder|1429195929|16-APR-15|1429199127|16-APR-15|3198|1
I02ae1a255fd613fce291cc7ddf90cfd9175255a8|stable/icehouse|openstack/cinder|1429505447|20-APR-15|1429510538|20-APR-15|5091|-1
I02ae1a255fd613fce291cc7ddf90cfd9175255a8|stable/juno|openstack/cinder|1429246312|17-APR-15|1429289834|17-APR-15|43522|1
I02ae1a255fd613fce291cc7ddf90cfd9175255a8|stable/kilo|openstack/cinder|1429205825|16-APR-15|1429258760|17-APR-15|52935|-1
I02b04eada656b0fd9dd7bab072e10319f83ad291|master|openstack/nova|1439194250|10-AUG-15||||
I02b1b723028f36bc483a6160e33e3ab2e8194f31|master|openstack/neutron|1446757390|05-NOV-15|1455127454|10-FEB-16|8370064|-1
I02b28d3b354c3b175147c5be36eea4dc7e05f2a3|master|openstack/neutron|1470994158|12-AUG-16|1471064600|13-AUG-16|70442|1
I02b4a41472a2e40919f65552fcb08d5482e72e4f|master|openstack/neutron|1446435337|02-NOV-15||||
I02b694137eb2d58e5f2f3e7631f0e4b90f7c17ad|master|openstack/neutron|1446545363|03-NOV-15|1449238894|04-DEC-15|2693531|1
I02b7b1246bc709058fda48dd6f6d0c86051cec8d|master|openstack/cinder|1433513476|05-JUN-15||||
I02b8e911125c06691bf02b6e7ac02cf25c4c4142|master|openstack/neutron|1456540848|27-FEB-16|1456582282|27-FEB-16|41434|1
I02bc60dade11afb4b60f6ac39df9007d1b9233de|stable/icehouse|openstack/nova|1434647093|18-JUN-15||||
I02bd8104b501b496148f95b0a5045fa2b64c8802|master|openstack/cinder|1418680776|15-DEC-14|1424939716|26-FEB-15|6258940|1
I02c1f357ebfc73aae12964cd5cef2a3a7daa8fa4|master|openstack/neutron|1471878878|22-AUG-16|1471908006|22-AUG-16|29128|1
I02c9dde5da60b123e957808b2c90c652dca21725|master|openstack/cinder|1466693850|23-JUN-16||||
I02c9dfe1a645043b952e87e74c6f4cebd90a37f3|master|openstack/neutron|1458130405|16-MAR-16|1458150876|16-MAR-16|20471|-1
I02cd099a8634b9c7e3cf8f172bcbd33f8edcbc83|master|openstack/glance|1420676303|08-JAN-15|1420755030|08-JAN-15|78727|1
I02cd099a8634b9c7e3cf8f172bcbd33f8edcbc83|stable/icehouse|openstack/glance|1420761163|08-JAN-15|1420829856|09-JAN-15|68693|1
I02cd099a8634b9c7e3cf8f172bcbd33f8edcbc83|stable/juno|openstack/glance|1420746705|08-JAN-15|1420816132|09-JAN-15|69427|1
I02ceaac58d0e4176ccad423763ae0101cfb8446b|master|openstack/cinder|1434034776|11-JUN-15|1434477907|16-JUN-15|443131|1
I02cf16525ac0503b4179f52afa061c8a40c5a982|master|openstack/cinder|1473937922|15-SEP-16|1473961300|15-SEP-16|23378|1
I02d30427505591e24d7bdc1ba654d3757ab9a33d|master|openstack/neutron|1473315312|08-SEP-16|1473375982|08-SEP-16|60670|1
I02d5b6ee60cfde9d2ed2ece499b0aac1cae7f01a|master|openstack/keystone|1455155435|11-FEB-16||||
I02d9e9edd6228238641a9a0a5e9c7089b548ae35|master|openstack/neutron|1454981137|09-FEB-16||||
I02da6cc8c766e5f43689449ef63121122f537b5b|master|openstack/nova|1425257675|02-MAR-15|1436872678|14-JUL-15|11615003|1
I02db1afbeb9c60c4c601e92e41cad053f52cb1b7|master|openstack/nova|1461781018|27-APR-16|1461950006|29-APR-16|168988|1
I02ddf2afb8643e4d3c68934627ad35193e0137ef|master|openstack/cinder|1450150738|15-DEC-15|1453148283|18-JAN-16|2997545|1
I02de3e97ae4bb298ea9be010068403ab44ed2605|master|openstack/keystone|1429363785|18-APR-15|1429433900|19-APR-15|70115|1
I02e265684b26686523da9d648b37675feb052978|master|openstack/keystone|1446592032|03-NOV-15|1449562409|08-DEC-15|2970377|1
I02e265684b26686523da9d648b37675feb052978|stable/liberty|openstack/keystone|1449586267|08-DEC-15|1452109324|06-JAN-16|2523057|1
I02e331c1673d7df87b27758d1329d6f9cc9caea9|master|openstack/keystone|1473825476|14-SEP-16|1474339637|20-SEP-16|514161|1
I02e33559cef42d90812d9dbc3dac1d8122897e19|master|openstack/neutron|1462609058|07-MAY-16|1467746676|05-JUL-16|5137618|1
I02e65ea7c6083b2c0a686fed2ab04da4d92b21a3|master|openstack/neutron|1423469294|09-FEB-15|1441261242|03-SEP-15|17791948|1
I02e758af19cf3a652a5c39d02904e73a1088fe60|master|openstack/nova|1407678371|10-AUG-14|1423099813|05-FEB-15|15421442|1
I02e7e49d68a40750c69ff99243dcbe65ab99f461|master|openstack/neutron|1461093459|19-APR-16||||
I02ea9052c00c069a03c58b17893a5e93828e172d|master|openstack/glance|1466629835|22-JUN-16|1467234224|29-JUN-16|604389|1
I02edacccd96fde9a93fc1a700248cc5dfea04227|master|openstack/keystone|1444082655|05-OCT-15|1444240223|07-OCT-15|157568|1
I02edb9ce6ac639e84089afea5a900462e61b934a|master|openstack/neutron|1422943411|03-FEB-15|1423269341|07-FEB-15|325930|1
I02ef576ecb3052724bc14a3bd2df842bec554e0d|master|openstack/cinder|1455686517|17-FEB-16|1456700313|28-FEB-16|1013796|1
I02f2dfb32a90b702b4017d5c9a47334732ff9f1e|master|openstack/cinder|1471892918|22-AUG-16|1475701899|05-OCT-16|3808981|1
I02f47ee69b48a38db348573259d471cd3b236231|master|openstack/nova|1422891310|02-FEB-15|1422976215|03-FEB-15|84905|1
I02f8a5f0e29816336e500a8fe8dcc9ece15968e9|master|openstack/nova|1457544456|09-MAR-16|1457553679|09-MAR-16|9223|1
I02f8a5f0e29816336e500a8fe8dcc9ece15968e9|stable/kilo|openstack/nova|1457556974|09-MAR-16|1457574835|10-MAR-16|17861|1
I02f8a5f0e29816336e500a8fe8dcc9ece15968e9|stable/liberty|openstack/nova|1457556586|09-MAR-16|1457573948|10-MAR-16|17362|1
I02fc02b7e4d9d6b7fec0a288fc34e2365ddcd9fd|master|openstack/cinder|1457382911|07-MAR-16|1458296272|18-MAR-16|913361|1
I0301952d5f7d4cd78c5d35c38aa5c6caabcc6298|master|openstack/neutron|1435275296|25-JUN-15|1438422321|01-AUG-15|3147025|1
I0302ca2b41f78fd6887e0481bfe530c3ac7ffd3e|master|openstack/nova|1449054945|02-DEC-15||||
I030388208c45713746de19efb2ca1c832e2a92e6|master|openstack/neutron|1474273164|19-SEP-16||||
I03063d2af14015e6506f1b6e958f5ff219aa4a87|master|openstack/nova|1470743931|09-AUG-16|1476190366|11-OCT-16|5446435|1
I03063d2af14015e6506f1b6e958f5ff219aa4a87|stable/newton|openstack/nova|1476265111|12-OCT-16|1476661129|16-OCT-16|396018|1
I0306bcea813031897e319af9693e18d03848e378|master|openstack/neutron|1440446877|24-AUG-15|1443029438|23-SEP-15|2582561|1
I03080658d96f805c7953c8e02feaaa3bcf38ffac|master|openstack/nova|1439914028|18-AUG-15|1440636666|27-AUG-15|722638|1
I0308aca7ac4d59afbec342ec387be088f7d360ca|master|openstack/keystone|1425431330|04-MAR-15|1425435770|04-MAR-15|4440|1
I030a67a6e2a04c8dda02096b972fcb770e442fd8|master|openstack/cinder|1420995229|11-JAN-15||||
I030bb2f2c1167a14f62d97efa6cf592cd9a32778|master|openstack/nova|1459576960|02-APR-16||||
I0313f94b874ddb36d31df67e8c00fd3b9a26cbdb|master|openstack/swift|1473078643|05-SEP-16||||
I0317ef934adf7119915b998dee8b9035faea514a|master|openstack/keystone|1427438392|27-MAR-15|1427514403|28-MAR-15|76011|1
I0319f9382294223fcd68a493def3e71de7de3ba1|master|openstack/nova|1434137396|12-JUN-15|1434479680|16-JUN-15|342284|1
I031a022daed6b8a66dfd04bea1b4d5eebcb882b3|master|openstack/swift|1438610757|03-AUG-15|1439384699|12-AUG-15|773942|1
I031ee2a5775e4a88d4fb00d972d553936147c42e|master|openstack/swift|1431532220|13-MAY-15|1433255731|02-JUN-15|1723511|1
